Timestamp,Lat,Lon,Alt(m),Speed(m/s),PM2.5,eCO2,TVOC,Temp,Hum,AQI
2026-05-18 15:50:39,16.0757,108.15338,30.0,0.0,0.0,720.0,0.0,28.04,94.84,25
2026-05-18 15:50:44,16.0757,108.15338,30.0,0.0,0.0,720.0,0.0,28.03,95.22,24
2026-05-18 15:50:49,16.0757,108.15338,30.0,0.0,0.0,720.0,25.239263803680984,28.04,95.51,24
2026-05-18 15:52:32,16.0757,108.15338,30.0,0.0,0,720.0,34.41717791411043,28.07,96.32,0
2026-05-18 15:52:37,16.0757,108.15338,30.0,0.0,0,739.8,66.5398773006135,28.1,95.61,0
2026-05-18 15:52:42,16.0757,108.15338,30.0,0.0,0,720.0,45.88957055214724,28.21,94.77,0
2026-05-18 15:52:46,16.0757,108.15338,30.0,0.0,0,720.0,43.59509202453988,28.27,94.12,0
2026-05-18 15:52:51,16.0757,108.15338,30.0,0.0,0,743.4,66.5398773006135,28.26,93.53,0
2026-05-18 15:52:56,16.0757,108.15338,30.0,0.0,0,721.8,55.06748466257669,28.32,93.13,0
2026-05-18 15:53:01,16.0757,108.15338,30.0,0.0,0,720.0,52.77300613496932,28.36,92.68,0
2026-05-18 15:53:06,16.0757,108.15338,30.0,0.0,0,748.8,71.12883435582823,28.42,91.71,0
2026-05-18 15:53:11,16.0757,108.15338,30.0,0.0,0,748.8,71.12883435582823,28.53,90.34,0
2026-05-18 15:53:16,16.0757,108.15338,30.0,0.0,0,781.2,89.48466257668713,28.62,88.84,0
2026-05-18 15:53:21,16.0757,108.15338,30.0,0.0,0,797.4,98.66257668711657,28.67,87.53,0
2026-05-18 15:53:26,16.0757,108.15338,30.0,0.0,0,775.8,84.89570552147241,28.7,85.85,0
2026-05-18 15:53:31,16.0757,108.15338,30.0,0.0,0,777.6,87.19018404907976,28.78,84.77,0
2026-05-18 15:53:36,16.0757,108.15338,30.0,0.0,0,802.8,103.25153374233129,28.81,84.25,0
2026-05-18 15:53:41,16.0757,108.15338,30.0,0.0,0,799.2,100.95705521472394,28.94,82.8,0
2026-05-18 15:53:46,16.0757,108.15338,30.0,0.0,0,804.6,103.25153374233129,29.01,81.7,0
2026-05-18 15:53:51,16.0757,108.15338,30.0,0.0,0,858.6,137.66871165644173,29.07,80.88,0
