Timestamp,Lat,Lon,Alt(m),Speed(m/s),PM2.5,eCO2,TVOC,Temp,Hum,AQI
2026-05-16 15:32:28,16.0757,108.15338,30.0,0.0,0.0,720.0,0.0,24.22,67.35,24
2026-05-16 15:32:33,16.0757,108.15338,30.0,0.0,0.0,720.0,0.0,24.25,67.96,29
2026-05-16 15:32:38,16.0757,108.15338,30.0,0.0,0.0,720.0,20.65030674846626,24.27,67.97,30
2026-05-18 12:28:02,16.0757,108.15338,30.0,0.0,0.0,720.0,4.588957055214724,24.32,67.14,34
2026-05-18 12:28:07,16.0757,108.15338,30.0,0.0,0.0,720.0,52.77300613496932,24.34,66.89,35
2026-05-18 12:28:12,16.0757,108.15338,30.0,0.0,0.0,734.4,61.95092024539878,24.39,66.1,37
2026-05-18 12:28:17,16.0757,108.15338,30.0,0.0,0.0,741.6,66.5398773006135,24.46,66.13,38
2026-05-18 12:28:22,16.0757,108.15338,30.0,0.0,0.0,759.6,75.71779141104294,24.48,65.85,38
2026-05-18 12:28:27,16.0757,108.15338,30.0,0.0,0.0,729.0,59.65644171779142,24.57,65.24,39
2026-05-18 12:28:32,16.0757,108.15338,30.0,0.0,0.0,763.2,78.0122699386503,24.64,64.84,40
2026-05-18 12:28:37,16.0757,108.15338,30.0,0.0,0.0,756.0,75.71779141104294,24.71,64.51,40
2026-05-18 12:28:42,16.0757,108.15338,30.0,0.0,0.0,804.6,103.25153374233129,24.79,64.34,41
2026-05-18 12:28:47,16.0757,108.15338,30.0,0.0,0.0,793.8,96.36809815950922,24.87,63.98,40
2026-05-18 12:28:52,16.0757,108.15338,30.0,0.0,0.0,822.6,114.7239263803681,24.92,63.66,41
2026-05-18 12:28:57,16.0757,108.15338,30.0,0.0,0.0,849.6,130.78527607361966,25.03,62.95,41
2026-05-18 12:29:02,16.0757,108.15338,30.0,0.0,0.0,846.0,130.78527607361966,25.08,62.45,41
2026-05-18 12:29:07,16.0757,108.15338,30.0,0.0,0.0,873.0,146.84662576687117,25.13,67.57,41
2026-05-18 12:29:12,16.0757,108.15338,30.0,0.0,0.0,864.0,139.96319018404907,25.17,62.64,41
2026-05-18 12:29:17,16.0757,108.15338,30.0,0.0,0.0,896.4,162.9079754601227,25.21,61.75,41
2026-05-18 12:29:22,16.0757,108.15338,30.0,0.0,0.0,900.0,165.20245398773008,25.28,61.29,41
2026-05-18 12:29:27,16.0757,108.15338,30.0,0.0,0.0,964.8,211.0920245398773,25.35,61.04,41
2026-05-18 12:29:32,16.0757,108.15338,30.0,0.0,0.0,973.8,217.9754601226994,25.41,60.87,40
2026-05-18 12:29:37,16.0757,108.15338,30.0,0.0,0.0,1017.0,250.09815950920247,25.47,61.13,40
2026-05-18 12:29:42,16.0757,108.15338,30.0,0.0,0.0,1018.8,252.3926380368098,25.5,62.11,40
2026-05-18 12:29:47,16.0757,108.15338,30.0,0.0,0.0,1011.6,247.8036809815951,25.53,62.31,40
