Timestamp,Lat,Lon,Alt(m),Speed(m/s),PM2.5,eCO2,TVOC,Temp,Hum,AQI
2026-05-15 11:12:35,16.074353668716064,108.15225143177362,30.0,0.0,0.0,720.0,39.00613496932515,29.63,19.47,7
2026-05-15 11:12:40,16.074353668716064,108.15225143177362,30.0,0.0,0.0,720.0,41.30061349693252,29.62,19.47,7
2026-05-15 11:12:45,16.074353668716064,108.15225143177362,30.0,0.0,0.0,720.0,50.47852760736197,29.65,19.47,7
2026-05-15 11:12:50,16.074353668716064,108.15225143177362,30.0,0.0,0.0,720.0,39.00613496932515,29.63,19.47,7
2026-05-15 11:12:55,16.074353668716064,108.15225143177362,30.0,0.0,0.0,720.0,13.766871165644172,29.65,19.47,7
2026-05-15 11:13:00,16.074353668716064,108.15225143177362,30.0,0.0,0.0,720.0,34.41717791411043,29.65,19.47,7
2026-05-15 11:13:05,16.074353668716064,108.15225143177362,30.0,0.0,0.0,720.0,45.88957055214724,29.66,19.47,7
2026-05-15 11:13:10,16.074353668716064,108.15225143177362,30.0,0.0,0.0,720.0,43.59509202453988,29.69,19.47,7
2026-05-15 11:13:15,16.074353668716064,108.15225143177362,30.0,0.0,0.0,720.0,48.18404907975461,29.66,19.47,7
2026-05-15 11:13:20,16.074353668716064,108.15225143177362,30.0,0.0,0.0,727.2,57.36196319018405,29.66,19.47,7
2026-05-15 11:13:25,16.074353668716064,108.15225143177362,30.0,0.0,0.0,720.0,39.00613496932515,29.69,19.47,7
2026-05-15 11:13:30,16.074353668716064,108.15225143177362,30.0,0.0,0.0,720.0,50.47852760736197,29.71,19.47,7
2026-05-15 11:13:35,16.074353668716064,108.15225143177362,30.0,0.0,0.0,730.8,59.65644171779142,29.67,19.47,7
2026-05-15 11:13:40,16.074353668716064,108.15225143177362,30.0,0.0,0.0,734.4,61.95092024539878,29.69,19.47,7
