Timestamp,Lat,Lon,Alt(m),Speed(m/s),PM2.5,eCO2,TVOC,Temp,Hum,AQI
2026-05-15 11:21:43,16.074353668716064,108.15225143177362,30.0,0.0,0.0,579.3279420731544,202.8965230332946,27.29029303516466,47.015621506802454,152
2026-05-15 11:21:48,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1438.5722155000942,179.30580743737403,25.766565252793463,45.011842237849976,145
2026-05-15 11:21:53,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1782.1331576840582,152.9089455633064,34.00829645496974,44.94488989836622,27
2026-05-15 11:21:58,16.074353668716064,108.15225143177362,30.0,0.0,0.0,467.136196062431,476.8166989777564,27.13437921181758,63.36641615944036,134
2026-05-15 11:22:03,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1474.6164138545284,17.941158825257176,33.02388610148923,72.05014006474076,87
2026-05-15 11:22:08,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1130.1863537377421,250.36174332150424,33.74805937965654,82.02072888073741,193
2026-05-15 11:22:13,16.074353668716064,108.15225143177362,30.0,0.0,0.0,600.6102280979238,30.688716578971565,26.089061960033675,41.70232874431241,74
2026-05-15 11:22:18,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1329.9763723864617,473.97467113707916,31.649637740171926,49.02694497419342,117
2026-05-15 11:22:23,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1171.6342025220038,256.48973497628697,23.9273097747023,56.91579143410151,45
2026-05-15 11:22:28,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1242.1800056297657,399.8801113930507,21.046485997165302,82.23530662769394,130
2026-05-15 11:22:33,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1387.697958842255,474.6734619775019,28.898399677760885,78.21602303603879,26
2026-05-15 11:22:38,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1456.5687438027223,214.52433247470861,23.773791894416334,80.37054870599016,54
2026-05-15 11:22:43,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1909.4635948932125,350.1298636386962,27.552782579554524,83.46320789098928,159
2026-05-15 11:22:48,16.074353668716064,108.15225143177362,30.0,0.0,0.0,551.4984912623993,57.83386091334339,22.88943958515207,53.39483481703323,174
2026-05-15 11:22:53,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1545.1024154242023,41.552623471728076,29.4706130679117,77.79020371418648,113
2026-05-15 11:22:58,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1388.2881196724688,344.46496674279314,30.7319447878306,69.58629912661459,28
2026-05-15 11:23:03,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1082.7663454253238,141.22763124855965,34.42541400694503,81.36225331972358,36
2026-05-15 11:23:08,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1439.4003042352497,394.8625569254439,24.004710339880482,56.651860218784094,110
2026-05-15 11:23:13,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1022.3388806580443,178.44859217873363,33.64506869086372,66.8617771194575,149
2026-05-15 11:23:18,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1977.8013462866002,599.6446890514643,24.19815379968052,59.01362915046046,97
2026-05-15 11:23:23,16.074353668716064,108.15225143177362,30.0,0.0,0.0,735.5860752820927,346.3333945170536,27.940884242566803,80.79816128079976,101
2026-05-15 11:23:28,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1490.3707284631382,553.4661570616277,31.686051175054587,78.31249343626732,151
2026-05-15 11:23:33,16.074353668716064,108.15225143177362,30.0,0.0,0.0,693.0830006123335,498.52254277926386,21.370996231707252,50.156570082894625,75
2026-05-15 11:23:38,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1063.2216241681492,164.73568635425625,21.081799997818173,47.38942571778642,141
2026-05-15 11:23:43,16.074353668716064,108.15225143177362,30.0,0.0,0.0,607.6616063704873,352.09289135166364,29.34360369524145,77.96685873054467,147
2026-05-15 11:23:48,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1480.8803420499346,96.81893726621296,33.951694855842376,63.76046418748722,186
2026-05-15 11:23:53,16.074353668716064,108.15225143177362,30.0,0.0,0.0,549.8548578181428,398.968017563007,20.017598895033917,49.63085184381103,38
2026-05-15 11:23:58,16.074353668716064,108.15225143177362,30.0,0.0,0.0,786.0184426728824,138.73849730724402,31.694115756466175,46.78717188985839,187
2026-05-15 11:24:03,16.074353668716064,108.15225143177362,30.0,0.0,0.0,722.9034367385294,193.31612905995385,27.076062827720296,45.69396191459692,148
2026-05-15 11:24:08,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1031.8685089614878,92.69766747813486,29.34601843308164,78.63946624739819,54
2026-05-15 11:24:13,16.074353668716064,108.15225143177362,30.0,0.0,0.0,695.690796879731,508.256299624462,24.93412947416413,56.755749178387546,196
2026-05-15 11:24:18,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1768.185889075745,308.0220845538304,34.20873906829019,71.53810744752775,33
2026-05-15 11:24:23,16.074353668716064,108.15225143177362,30.0,0.0,0.0,441.5637297248013,598.3523893234045,21.665242914849298,76.77049736906196,118
2026-05-15 11:24:28,16.074353668716064,108.15225143177362,30.0,0.0,0.0,1906.4726646101594,63.33497484205273,29.15696640497672,82.7796558604558,196
