Timestamp,Lat,Lon,Alt(m),PM2.5,eCO2,AQI
2026-04-29 13:34:47,16.06599995833854,108.16299750052079,15.0,29.2,769,1
2026-04-29 13:34:47,16.066198876264945,108.16297754215587,15.0,21.6,750,1
2026-04-29 13:34:48,16.066099666833292,108.16299000833055,15.0,13.1,666,2
2026-04-29 13:34:48,16.066297338661588,108.16296013315568,15.0,7.5,660,2
2026-04-29 13:34:49,16.066198876264945,108.16297754215587,15.0,14.2,758,2
2026-04-29 13:34:49,16.06639480791851,108.16293782484343,15.0,14.8,500,1
2026-04-29 13:34:50,16.066297338661588,108.16296013315568,15.0,19.4,501,2
2026-04-29 13:34:50,16.06649104041332,108.16291067297826,15.0,6.8,605,1
2026-04-29 13:34:51,16.06639480791851,108.16293782484343,15.0,17.2,704,2
2026-04-29 13:34:51,16.06658579561491,108.1628787454257,15.0,29.3,474,1
