sample,timestamp,lat,lon,alt,pm25,eco2,tvoc,temp,hum,aqi,co,no2
1,2026-05-15T19:25:24.328901,16.0754882,108.1525986,30,0.0,878.4,151.4,29.92,92.75,6,1.21,2.8
2,2026-05-15T19:25:26.330259,16.0754882,108.1525986,30,0.0,914.4,174.4,29.95,92.7,6,1.26,3.9
3,2026-05-15T19:25:28.331684,16.0754882,108.1525986,30,0.0,927.0,183.6,29.95,92.74,6,1.35,2.5
4,2026-05-15T19:25:30.333339,16.0754882,108.1525986,30,0.0,900.0,165.2,29.95,93.04,6,1.22,2.4
5,2026-05-15T19:25:32.334755,16.0754882,108.1525986,30,0.0,894.6,162.9,29.95,93.04,6,1.22,2.8
6,2026-05-15T19:25:34.336260,16.0754882,108.1525986,30,0.0,883.8,153.7,29.91,93.11,6,1.21,2.3
7,2026-05-15T19:25:36.337791,16.0754882,108.1525986,30,0.0,885.6,156.0,29.93,93.33,6,1.27,2.9
8,2026-05-15T19:25:38.339242,16.0754882,108.1525986,30,0.0,889.2,158.3,29.96,93.12,6,1.27,2.9
9,2026-05-15T19:25:40.340897,16.0754882,108.1525986,30,0.0,874.8,149.1,29.92,93.45,6,1.27,2.9
10,2026-05-15T19:25:42.342492,16.0754882,108.1525986,30,0.0,892.8,160.6,29.93,93.58,6,1.2,2.3
11,2026-05-15T19:25:44.344265,16.0754882,108.1525986,30,0.0,914.4,174.4,29.96,93.24,6,1.21,2.1
12,2026-05-15T19:25:46.345856,16.0754882,108.1525986,30,0.0,914.4,174.4,29.96,93.13,6,1.27,2.7
13,2026-05-15T19:25:48.347327,16.0754882,108.1525986,30,0.0,921.6,181.3,30.0,92.87,6,1.27,2.7
14,2026-05-15T19:25:50.349090,16.0754882,108.1525986,30,0.0,921.6,181.3,30.0,92.87,6,1.19,2.7
15,2026-05-15T19:25:52.350538,16.0754882,108.1525986,30,0.0,901.8,167.5,29.96,93.21,6,1.22,3.0
16,2026-05-15T19:25:54.351930,16.0754882,108.1525986,30,0.0,887.4,156.0,29.96,93.28,6,1.25,2.7
17,2026-05-15T19:25:56.354147,16.0754882,108.1525986,30,0.0,889.2,158.3,29.98,93.23,6,1.21,2.6
18,2026-05-15T19:25:58.355586,16.0754882,108.1525986,30,0.0,916.2,176.7,29.96,93.45,6,1.22,3.1
19,2026-05-15T19:26:00.357110,16.0754882,108.1525986,30,0.0,892.8,160.6,29.93,93.72,6,1.2,2.6
20,2026-05-15T19:26:02.359000,16.0754882,108.1525986,30,0.0,896.4,162.9,29.96,93.57,6,1.2,2.8
21,2026-05-15T19:26:04.360727,16.0754882,108.1525986,30,0.0,889.2,158.3,29.99,93.23,6,1.2,2.8
22,2026-05-15T19:26:06.364436,16.0754882,108.1525986,30,0.0,901.8,165.2,29.99,93.11,6,1.18,3.0
23,2026-05-15T19:26:08.365947,16.0754882,108.1525986,30,0.0,900.0,165.2,29.99,93.16,6,1.18,3.0
24,2026-05-15T19:26:10.367470,16.0754882,108.1525986,30,0.0,892.8,160.6,29.99,93.28,6,1.21,2.3
25,2026-05-15T19:26:12.368864,16.0754882,108.1525986,30,0.0,914.4,176.7,30.0,93.28,6,1.21,2.4
26,2026-05-15T19:26:14.370304,16.0754882,108.1525986,30,0.0,887.4,156.0,30.01,93.32,6,1.21,2.4
27,2026-05-15T19:26:16.371754,16.0754882,108.1525986,30,0.0,889.2,158.3,30.04,93.18,6,1.24,1.3
28,2026-05-15T19:26:18.373203,16.0754882,108.1525986,30,0.0,914.4,176.7,30.03,93.08,6,1.12,2.6
29,2026-05-15T19:26:20.374696,16.0754882,108.1525986,30,0.0,889.2,158.3,30.02,93.05,6,1.12,2.6
30,2026-05-15T19:26:22.376079,16.0754882,108.1525986,30,0.0,896.4,162.9,30.04,92.96,6,1.15,2.1
